tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_kelamin,jumlah
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Perempuan,8352
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Perempuan,13983
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Perempuan,14441
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Perempuan,12143
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Perempuan,17942
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Perempuan,17763
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Perempuan,6943
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,Perempuan,9027
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,Perempuan,7782
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,Perempuan,6357
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Perempuan,3725
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Perempuan,7965
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,Perempuan,3863
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Perempuan,4952
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,Perempuan,4771
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,Perempuan,10638
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,Perempuan,9045
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Perempuan,12271
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,Perempuan,8919
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Perempuan,13113
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,Perempuan,13342
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Perempuan,9604
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,Perempuan,11008
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,Perempuan,1680
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,Perempuan,6683
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Perempuan,24232
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Perempuan,17369
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Perempuan,16556
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Perempuan,10725
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Perempuan,27785
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Perempuan,20782
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Perempuan,14664
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,Perempuan,32354
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,Perempuan,31086
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Perempuan,36935
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,Perempuan,23066
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Perempuan,33217
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,Perempuan,28529
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,Perempuan,7558
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Perempuan,11280
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,Perempuan,13117
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Perempuan,14910
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Perempuan,9630
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,24047
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,19886
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,14376
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,20135
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,18280
2019,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,12416
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,8833
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,10219
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,16726
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,16232
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,15802
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,10707
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,13210
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Perempuan,1452
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Perempuan,1281
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Perempuan,7429
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Perempuan,4556
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Perempuan,13040
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Perempuan,12138
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Perempuan,1892
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Perempuan,2766
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,8324
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,9736
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,19975
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,14343
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,5742
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,11441
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,17279
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,11090
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,17937
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,26051
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,17022
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,19710
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,19292
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,25907
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,18095
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,19605
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,19962
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,18770
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,23913
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,17054
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,20872
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,10339
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,12336
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,1365
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,4417
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,6693
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,1450
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,2741
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Perempuan,1356
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Perempuan,2895
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Perempuan,5309
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Perempuan,18458
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Perempuan,15454
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,Perempuan,8712
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,KALIBATA,Perempuan,19087
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,Perempuan,9483
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Perempuan,12772
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Perempuan,9732
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,Perempuan,4900
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Perempuan,27564
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Perempuan,25698
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Perempuan,16862
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Perempuan,23910
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Perempuan,17722
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Perempuan,16570
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Perempuan,12288
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Perempuan,23894
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Perempuan,24143
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perempuan,16759
2019,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perempuan,18051
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perempuan,14557
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perempuan,13006
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perempuan,11730
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Perempuan,9332
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perempuan,7793
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Perempuan,15583
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Perempuan,15739
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Perempuan,18833
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Perempuan,18281
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Perempuan,11110
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Perempuan,17502
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Perempuan,19031
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,15543
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,11248
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,17093
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,4571
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,9830
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,15569
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,25193
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,15697
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,21003
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Perempuan,15519
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Perempuan,19565
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Perempuan,11033
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Perempuan,21526
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Perempuan,12815
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Perempuan,18418
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Perempuan,15063
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,16238
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,10352
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,18635
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,19160
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,19028
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,36856
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,10943
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,42684
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,26131
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,42555
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,13268
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,25353
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,27891
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,27769
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,31445
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,32556
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,13102
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,14640
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,16083
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,15633
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Perempuan,11999
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,21119
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,12721
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,19528
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,28661
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,29648
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,20950
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,16684
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,16238
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,11581
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,11868
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,11039
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,10398
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,8852
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,11517
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,28064
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,8356
